Binary representation,Error,Features selected,Lookup value,Penalty factor
110001110,0.3384615384615385,"(0, 1, 5, 6, 7)",0.38846153846153847,0.01
110001101,0.3846153846153846,"(0, 1, 5, 6, 8)",0.43461538461538457,0.01
110001011,0.3538461538461538,"(0, 1, 5, 7, 8)",0.4038461538461538,0.01
110000111,0.3384615384615385,"(0, 1, 6, 7, 8)",0.38846153846153847,0.01
101111000,0.32307692307692304,"(0, 2, 3, 4, 5)",0.37307692307692303,0.01
101110100,0.32307692307692304,"(0, 2, 3, 4, 6)",0.37307692307692303,0.01
101110010,0.32307692307692304,"(0, 2, 3, 4, 7)",0.37307692307692303,0.01
101110001,0.32307692307692304,"(0, 2, 3, 4, 8)",0.37307692307692303,0.01
101101100,0.29230769230769227,"(0, 2, 3, 5, 6)",0.34230769230769226,0.01
101101010,0.27692307692307694,"(0, 2, 3, 5, 7)",0.3269230769230769,0.01
101101001,0.3076923076923077,"(0, 2, 3, 5, 8)",0.3576923076923077,0.01
101100110,0.29230769230769227,"(0, 2, 3, 6, 7)",0.34230769230769226,0.01
101100101,0.29230769230769227,"(0, 2, 3, 6, 8)",0.34230769230769226,0.01
101100011,0.29230769230769227,"(0, 2, 3, 7, 8)",0.34230769230769226,0.01
101011100,0.32307692307692304,"(0, 2, 4, 5, 6)",0.37307692307692303,0.01
101011010,0.3384615384615385,"(0, 2, 4, 5, 7)",0.38846153846153847,0.01
101011001,0.3538461538461538,"(0, 2, 4, 5, 8)",0.4038461538461538,0.01
101010110,0.32307692307692304,"(0, 2, 4, 6, 7)",0.37307692307692303,0.01
101010101,0.32307692307692304,"(0, 2, 4, 6, 8)",0.37307692307692303,0.01
101010011,0.3538461538461538,"(0, 2, 4, 7, 8)",0.4038461538461538,0.01
101001110,0.3076923076923077,"(0, 2, 5, 6, 7)",0.3576923076923077,0.01
101001101,0.3076923076923077,"(0, 2, 5, 6, 8)",0.3576923076923077,0.01
101001011,0.32307692307692304,"(0, 2, 5, 7, 8)",0.37307692307692303,0.01
101000111,0.29230769230769227,"(0, 2, 6, 7, 8)",0.34230769230769226,0.01
100111100,0.3076923076923077,"(0, 3, 4, 5, 6)",0.3576923076923077,0.01
100111010,0.3384615384615385,"(0, 3, 4, 5, 7)",0.38846153846153847,0.01
100111001,0.3384615384615385,"(0, 3, 4, 5, 8)",0.38846153846153847,0.01
100110110,0.32307692307692304,"(0, 3, 4, 6, 7)",0.37307692307692303,0.01
100110101,0.36923076923076925,"(0, 3, 4, 6, 8)",0.41923076923076924,0.01
100110011,0.36923076923076925,"(0, 3, 4, 7, 8)",0.41923076923076924,0.01
100101110,0.3538461538461538,"(0, 3, 5, 6, 7)",0.4038461538461538,0.01
100101101,0.3076923076923077,"(0, 3, 5, 6, 8)",0.3576923076923077,0.01
100101011,0.36923076923076925,"(0, 3, 5, 7, 8)",0.41923076923076924,0.01
100100111,0.32307692307692304,"(0, 3, 6, 7, 8)",0.37307692307692303,0.01
100011110,0.3384615384615385,"(0, 4, 5, 6, 7)",0.38846153846153847,0.01
100011101,0.3846153846153846,"(0, 4, 5, 6, 8)",0.43461538461538457,0.01
100011011,0.36923076923076925,"(0, 4, 5, 7, 8)",0.41923076923076924,0.01
100010111,0.3384615384615385,"(0, 4, 6, 7, 8)",0.38846153846153847,0.01
100001111,0.36923076923076925,"(0, 5, 6, 7, 8)",0.41923076923076924,0.01
011111000,0.3538461538461538,"(1, 2, 3, 4, 5)",0.4038461538461538,0.01
011110100,0.41538461538461535,"(1, 2, 3, 4, 6)",0.46538461538461534,0.01
011110010,0.4,"(1, 2, 3, 4, 7)",0.45,0.01
011110001,0.3538461538461538,"(1, 2, 3, 4, 8)",0.4038461538461538,0.01
011101100,0.3846153846153846,"(1, 2, 3, 5, 6)",0.43461538461538457,0.01
011101010,0.36923076923076925,"(1, 2, 3, 5, 7)",0.41923076923076924,0.01
011101001,0.3384615384615385,"(1, 2, 3, 5, 8)",0.38846153846153847,0.01
011100110,0.3846153846153846,"(1, 2, 3, 6, 7)",0.43461538461538457,0.01
011100101,0.3846153846153846,"(1, 2, 3, 6, 8)",0.43461538461538457,0.01
011100011,0.36923076923076925,"(1, 2, 3, 7, 8)",0.41923076923076924,0.01
011011100,0.3846153846153846,"(1, 2, 4, 5, 6)",0.43461538461538457,0.01
011011010,0.46153846153846156,"(1, 2, 4, 5, 7)",0.5115384615384616,0.01
011011001,0.4461538461538461,"(1, 2, 4, 5, 8)",0.4961538461538461,0.01
011010110,0.3846153846153846,"(1, 2, 4, 6, 7)",0.43461538461538457,0.01
011010101,0.3846153846153846,"(1, 2, 4, 6, 8)",0.43461538461538457,0.01
011010011,0.4461538461538461,"(1, 2, 4, 7, 8)",0.4961538461538461,0.01
011001110,0.36923076923076925,"(1, 2, 5, 6, 7)",0.41923076923076924,0.01
011001101,0.36923076923076925,"(1, 2, 5, 6, 8)",0.41923076923076924,0.01
011001011,0.4461538461538461,"(1, 2, 5, 7, 8)",0.4961538461538461,0.01
011000111,0.3538461538461538,"(1, 2, 6, 7, 8)",0.4038461538461538,0.01
010111100,0.3384615384615385,"(1, 3, 4, 5, 6)",0.38846153846153847,0.01
010111010,0.36923076923076925,"(1, 3, 4, 5, 7)",0.41923076923076924,0.01
010111001,0.36923076923076925,"(1, 3, 4, 5, 8)",0.41923076923076924,0.01
010110110,0.32307692307692304,"(1, 3, 4, 6, 7)",0.37307692307692303,0.01
010110101,0.32307692307692304,"(1, 3, 4, 6, 8)",0.37307692307692303,0.01
010110011,0.36923076923076925,"(1, 3, 4, 7, 8)",0.41923076923076924,0.01
010101110,0.32307692307692304,"(1, 3, 5, 6, 7)",0.37307692307692303,0.01
010101101,0.3384615384615385,"(1, 3, 5, 6, 8)",0.38846153846153847,0.01
010101011,0.3538461538461538,"(1, 3, 5, 7, 8)",0.4038461538461538,0.01
010100111,0.32307692307692304,"(1, 3, 6, 7, 8)",0.37307692307692303,0.01
010011110,0.3846153846153846,"(1, 4, 5, 6, 7)",0.43461538461538457,0.01
010011101,0.4307692307692308,"(1, 4, 5, 6, 8)",0.4807692307692308,0.01
