0,Fitness
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001010,0.05
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000111001000,0.05
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0011000011001000,0.05
0010000011001000,0.04
0010000011001000,0.04
0010000011001100,0.082258064516129
0010100011001000,0.05
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011000000,0.1267741935483871
0010000011001010,0.05
0010000001001000,0.062258064516129
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010100011001000,0.05
0010000011001000,0.04
0010000011001000,0.04
0011000011001000,0.05
0010000011001000,0.04
0010010011001000,0.05
0010000011001000,0.04
0110000011001000,0.05
0010000011001000,0.04
0010000001101000,0.072258064516129
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
0010000011001000,0.04
