Features selected,Binary representation,Error,Lookup value
"(0, 2, 4, 7, 9)",1010100101,0.26673676831405535,0.21673676831405536
"(0, 2, 4, 8, 9)",1010100011,0.19803715387311605,0.14803715387311606
"(0, 2, 5, 6, 7)",1010011100,0.26743778478794256,0.21743778478794257
"(0, 2, 5, 6, 8)",1010011010,0.19067648089730105,0.14067648089730106
"(0, 2, 5, 6, 9)",1010011001,0.2634069400630915,0.21340694006309152
"(0, 2, 5, 7, 8)",1010010110,0.1961093585699264,0.1461093585699264
"(0, 2, 5, 7, 9)",1010010101,0.2697160883280757,0.2197160883280757
"(0, 2, 5, 8, 9)",1010010011,0.1971608832807571,0.1471608832807571
"(0, 2, 6, 7, 8)",1010001110,0.19067648089730105,0.14067648089730106
"(0, 2, 6, 7, 9)",1010001101,0.2644584647739222,0.21445846477392222
"(0, 2, 6, 8, 9)",1010001011,0.1922537679635471,0.1422537679635471
"(0, 2, 7, 8, 9)",1010000111,0.19768664563617244,0.14768664563617245
"(0, 3, 4, 5, 6)",1001111000,0.26638626007711186,0.21638626007711187
"(0, 3, 4, 5, 7)",1001110100,0.26708727655099895,0.21708727655099896
"(0, 3, 4, 5, 8)",1001110010,0.20189274447949523,0.15189274447949525
"(0, 3, 4, 5, 9)",1001110001,0.2665615141955836,0.21656151419558362
"(0, 3, 4, 6, 7)",1001101100,0.26533473536628116,0.21533473536628117
"(0, 3, 4, 6, 8)",1001101010,0.1971608832807571,0.1471608832807571
"(0, 3, 4, 6, 9)",1001101001,0.2634069400630915,0.21340694006309152
"(0, 3, 4, 7, 8)",1001100110,0.20259376095338244,0.15259376095338245
"(0, 3, 4, 7, 9)",1001100101,0.26708727655099895,0.21708727655099896
"(0, 3, 4, 8, 9)",1001100011,0.20539782684893093,0.15539782684893094
"(0, 3, 5, 6, 7)",1001011100,0.26568524360322465,0.21568524360322466
"(0, 3, 5, 6, 8)",1001011010,0.1971608832807571,0.1471608832807571
"(0, 3, 5, 6, 9)",1001011001,0.263757448300035,0.213757448300035
"(0, 3, 5, 7, 8)",1001010110,0.20259376095338244,0.15259376095338245
"(0, 3, 5, 7, 9)",1001010101,0.26673676831405535,0.21673676831405536
"(0, 3, 5, 8, 9)",1001010011,0.20539782684893093,0.15539782684893094
"(0, 3, 6, 7, 8)",1001001110,0.1971608832807571,0.1471608832807571
"(0, 3, 6, 7, 9)",1001001101,0.2627059235892043,0.21270592358920432
"(0, 3, 6, 8, 9)",1001001011,0.2003154574132492,0.1503154574132492
"(0, 3, 7, 8, 9)",1001000111,0.20609884332281814,0.15609884332281815
"(0, 4, 5, 6, 7)",1000111100,0.26533473536628116,0.21533473536628117
"(0, 4, 5, 6, 8)",1000111010,0.1978618997546442,0.1478618997546442
"(0, 4, 5, 6, 9)",1000111001,0.2634069400630915,0.21340694006309152
"(0, 4, 5, 7, 8)",1000110110,0.20329477742726954,0.15329477742726955
"(0, 4, 5, 7, 9)",1000110101,0.2672625306694707,0.2172625306694707
"(0, 4, 5, 8, 9)",1000110011,0.20609884332281814,0.15609884332281815
"(0, 4, 6, 7, 8)",1000101110,0.1978618997546442,0.1478618997546442
"(0, 4, 6, 7, 9)",1000101101,0.2623554153522608,0.21235541535226082
"(0, 4, 6, 8, 9)",1000101011,0.2010164738871364,0.1510164738871364
"(0, 4, 7, 8, 9)",1000100111,0.20679985979670523,0.15679985979670524
"(0, 5, 6, 7, 8)",1000011110,0.1971608832807571,0.1471608832807571
"(0, 5, 6, 7, 9)",1000011101,0.25972660357518407,0.20972660357518408
"(0, 5, 6, 8, 9)",1000011011,0.2003154574132492,0.1503154574132492
"(0, 5, 7, 8, 9)",1000010111,0.20574833508587453,0.15574833508587455
"(0, 6, 7, 8, 9)",1000001111,0.2003154574132492,0.1503154574132492
"(1, 2, 3, 4, 5)",0111110000,0.2429022082018928,0.1929022082018928
"(1, 2, 3, 4, 6)",0111101000,0.2553452506133894,0.20534525061338943
"(1, 2, 3, 4, 7)",0111100100,0.24518051174202593,0.19518051174202594
"(1, 2, 3, 4, 8)",0111100010,0.20364528566421314,0.15364528566421315
"(1, 2, 3, 4, 9)",0111100001,0.24377847879425163,0.19377847879425164
"(1, 2, 3, 5, 6)",0111011000,0.2553452506133894,0.20534525061338943
"(1, 2, 3, 5, 7)",0111010100,0.2429022082018928,0.1929022082018928
"(1, 2, 3, 5, 8)",0111010010,0.19733613739922884,0.14733613739922885
"(1, 2, 3, 5, 9)",0111010001,0.2429022082018928,0.1929022082018928
"(1, 2, 3, 6, 7)",0111001100,0.2553452506133894,0.20534525061338943
"(1, 2, 3, 6, 8)",0111001010,0.194006309148265,0.144006309148265
"(1, 2, 3, 6, 9)",0111001001,0.25236593059936907,0.20236593059936908
"(1, 2, 3, 7, 8)",0111000110,0.20347003154574128,0.1534700315457413
"(1, 2, 3, 7, 9)",0111000101,0.24518051174202593,0.19518051174202594
"(1, 2, 3, 8, 9)",0111000011,0.20224325271643884,0.15224325271643885
"(1, 2, 4, 5, 6)",0110111000,0.25481948825797407,0.20481948825797408
"(1, 2, 4, 5, 7)",0110110100,0.2429022082018928,0.1929022082018928
"(1, 2, 4, 5, 8)",0110110010,0.19733613739922884,0.14733613739922885
"(1, 2, 4, 5, 9)",0110110001,0.2429022082018928,0.1929022082018928
"(1, 2, 4, 6, 7)",0110101100,0.25481948825797407,0.20481948825797408
"(1, 2, 4, 6, 8)",0110101010,0.194006309148265,0.144006309148265
"(1, 2, 4, 6, 9)",0110101001,0.25236593059936907,0.20236593059936908
"(1, 2, 4, 7, 8)",0110100110,0.20347003154574128,0.1534700315457413
"(1, 2, 4, 7, 9)",0110100101,0.24518051174202593,0.19518051174202594
"(1, 2, 4, 8, 9)",0110100011,0.20224325271643884,0.15224325271643885
"(1, 2, 5, 6, 7)",0110011100,0.25481948825797407,0.20481948825797408
"(1, 2, 5, 6, 8)",0110011010,0.194006309148265,0.144006309148265
"(1, 2, 5, 6, 9)",0110011001,0.25236593059936907,0.20236593059936908
"(1, 2, 5, 7, 8)",0110010110,0.19733613739922884,0.14733613739922885
"(1, 2, 5, 7, 9)",0110010101,0.2429022082018928,0.1929022082018928
"(1, 2, 5, 8, 9)",0110010011,0.19733613739922884,0.14733613739922885
"(1, 2, 6, 7, 8)",0110001110,0.194006309148265,0.144006309148265
"(1, 2, 6, 7, 9)",0110001101,0.25236593059936907,0.20236593059936908
"(1, 2, 6, 8, 9)",0110001011,0.194006309148265,0.144006309148265
"(1, 2, 7, 8, 9)",0110000111,0.20224325271643884,0.15224325271643885
"(1, 3, 4, 5, 6)",0101111000,0.2693655800911321,0.2193655800911321
"(1, 3, 4, 5, 7)",0101110100,0.2655099894847529,0.21550998948475292
"(1, 3, 4, 5, 8)",0101110010,0.2316859446196986,0.1816859446196986
"(1, 3, 4, 5, 9)",0101110001,0.27094286715737825,0.22094286715737826
"(1, 3, 4, 6, 7)",0101101100,0.2693655800911321,0.2193655800911321
"(1, 3, 4, 6, 8)",0101101010,0.21310900806168942,0.16310900806168943
"(1, 3, 4, 6, 9)",0101101001,0.26603575184016826,0.21603575184016827
"(1, 3, 4, 7, 8)",0101100110,0.23010865755345256,0.18010865755345257
"(1, 3, 4, 7, 9)",0101100101,0.25622152120574837,0.20622152120574838
"(1, 3, 4, 8, 9)",0101100011,0.2327374693305293,0.1827374693305293
"(1, 3, 5, 6, 7)",0101011100,0.2693655800911321,0.2193655800911321
"(1, 3, 5, 6, 8)",0101011010,0.21310900806168942,0.16310900806168943
"(1, 3, 5, 6, 9)",0101011001,0.26603575184016826,0.21603575184016827
"(1, 3, 5, 7, 8)",0101010110,0.2316859446196986,0.1816859446196986
"(1, 3, 5, 7, 9)",0101010101,0.27094286715737825,0.22094286715737826
"(1, 3, 5, 8, 9)",0101010011,0.22239747634069396,0.17239747634069397
"(1, 3, 6, 7, 8)",0101001110,0.21310900806168942,0.16310900806168943
"(1, 3, 6, 7, 9)",0101001101,0.26603575184016826,0.21603575184016827
"(1, 3, 6, 8, 9)",0101001011,0.21310900806168942,0.16310900806168943
"(1, 3, 7, 8, 9)",0101000111,0.2327374693305293,0.1827374693305293
"(1, 4, 5, 6, 7)",0100111100,0.2693655800911321,0.2193655800911321
"(1, 4, 5, 6, 8)",0100111010,0.21310900806168942,0.16310900806168943
"(1, 4, 5, 6, 9)",0100111001,0.26603575184016826,0.21603575184016827
"(1, 4, 5, 7, 8)",0100110110,0.231335436382755,0.181335436382755
"(1, 4, 5, 7, 9)",0100110101,0.2704171048019628,0.2204171048019628
"(1, 4, 5, 8, 9)",0100110011,0.22204696810375046,0.17204696810375047
"(1, 4, 6, 7, 8)",0100101110,0.21310900806168942,0.16310900806168943
"(1, 4, 6, 7, 9)",0100101101,0.26603575184016826,0.21603575184016827
"(1, 4, 6, 8, 9)",0100101011,0.21310900806168942,0.16310900806168943
"(1, 4, 7, 8, 9)",0100100111,0.23466526463371884,0.18466526463371885
"(1, 5, 6, 7, 8)",0100011110,0.21310900806168942,0.16310900806168943
"(1, 5, 6, 7, 9)",0100011101,0.26989134244654744,0.21989134244654746
"(1, 5, 6, 8, 9)",0100011011,0.21310900806168942,0.16310900806168943
"(1, 5, 7, 8, 9)",0100010111,0.22011917280056081,0.17011917280056083
"(1, 6, 7, 8, 9)",0100001111,0.21310900806168942,0.16310900806168943
"(2, 3, 4, 5, 6)",0011111000,0.27830354013319314,0.22830354013319315
"(2, 3, 4, 5, 7)",0011110100,0.28215913073957233,0.23215913073957234
"(2, 3, 4, 5, 8)",0011110010,0.20487206449351558,0.1548720644935156
"(2, 3, 4, 5, 9)",0011110001,0.28829302488608477,0.23829302488608478
"(2, 3, 4, 6, 7)",0011101100,0.2742726954083421,0.2242726954083421
"(2, 3, 4, 6, 8)",0011101010,0.20347003154574128,0.1534700315457413
"(2, 3, 4, 6, 9)",0011101001,0.2788293024886085,0.2288293024886085
"(2, 3, 4, 7, 8)",0011100110,0.20767613038906418,0.1576761303890642
"(2, 3, 4, 7, 9)",0011100101,0.2903960743077463,0.2403960743077463
"(2, 3, 4, 8, 9)",0011100011,0.20504731861198733,0.15504731861198734
"(2, 3, 5, 6, 7)",0011011100,0.27444794952681384,0.22444794952681385
"(2, 3, 5, 6, 8)",0011011010,0.1996144409393621,0.1496144409393621
"(2, 3, 5, 6, 9)",0011011001,0.2784787942516649,0.2284787942516649
"(2, 3, 5, 7, 8)",0011010110,0.20679985979670523,0.15679985979670524
"(2, 3, 5, 7, 9)",0011010101,0.28215913073957233,0.23215913073957234
"(2, 3, 5, 8, 9)",0011010011,0.20259376095338244,0.15259376095338245
"(2, 3, 6, 7, 8)",0011001110,0.20154223624255174,0.15154223624255175
"(2, 3, 6, 7, 9)",0011001101,0.27444794952681384,0.22444794952681385
"(2, 3, 6, 8, 9)",0011001011,0.1992639327024185,0.1492639327024185
"(2, 3, 7, 8, 9)",0011000111,0.20609884332281814,0.15609884332281815
"(2, 4, 5, 6, 7)",0010111100,0.2742726954083421,0.2242726954083421
"(2, 4, 5, 6, 8)",0010111010,0.20014020329477744,0.15014020329477745
"(2, 4, 5, 6, 9)",0010111001,0.27830354013319314,0.22830354013319315
"(2, 4, 5, 7, 8)",0010110110,0.20732562215212058,0.1573256221521206
"(2, 4, 5, 7, 9)",0010110101,0.28215913073957233,0.23215913073957234
"(2, 4, 5, 8, 9)",0010110011,0.2031195233087978,0.1531195233087978
"(2, 4, 6, 7, 8)",0010101110,0.2020679985979671,0.1520679985979671
"(2, 4, 6, 7, 9)",0010101101,0.2742726954083421,0.2242726954083421
"(2, 4, 6, 8, 9)",0010101011,0.19978969505783384,0.14978969505783385
"(2, 4, 7, 8, 9)",0010100111,0.20662460567823349,0.1566246056782335
"(2, 5, 6, 7, 8)",0010011110,0.19873817034700314,0.14873817034700315
"(2, 5, 6, 7, 9)",0010011101,0.2742726954083421,0.2242726954083421
"(2, 5, 6, 8, 9)",0010011011,0.19873817034700314,0.14873817034700315
"(2, 5, 7, 8, 9)",0010010111,0.20136698212407989,0.1513669821240799
"(2, 6, 7, 8, 9)",0010001111,0.19803715387311605,0.14803715387311606
"(3, 4, 5, 6, 7)",0001111100,0.2753242201191728,0.2253242201191728
"(3, 4, 5, 6, 8)",0001111010,0.2187171398527865,0.16871713985278652
"(3, 4, 5, 6, 9)",0001111001,0.2784787942516649,0.2284787942516649
"(3, 4, 5, 7, 8)",0001110110,0.23676831405538035,0.18676831405538036
"(3, 4, 5, 7, 9)",0001110101,0.2837364178058185,0.2337364178058185
"(3, 4, 5, 8, 9)",0001110011,0.22134595162986326,0.17134595162986327
"(3, 4, 6, 7, 8)",0001101110,0.2208201892744479,0.17082018927444792
"(3, 4, 6, 7, 9)",0001101101,0.2753242201191728,0.2253242201191728
"(3, 4, 6, 8, 9)",0001101011,0.21819137749737116,0.16819137749737118
"(3, 4, 7, 8, 9)",0001100111,0.23378899404136,0.18378899404136
"(3, 5, 6, 7, 8)",0001011110,0.2187171398527865,0.16871713985278652
"(3, 5, 6, 7, 9)",0001011101,0.2753242201191728,0.2253242201191728
"(3, 5, 6, 8, 9)",0001011011,0.2187171398527865,0.16871713985278652
"(3, 5, 7, 8, 9)",0001010111,0.22152120574833511,0.17152120574833513
"(3, 6, 7, 8, 9)",0001001111,0.21819137749737116,0.16819137749737118
"(4, 5, 6, 7, 8)",0000111110,0.22134595162986326,0.17134595162986327
"(4, 5, 6, 7, 9)",0000111101,0.27549947423764454,0.22549947423764455
"(4, 5, 6, 8, 9)",0000111011,0.22134595162986326,0.17134595162986327
"(4, 5, 7, 8, 9)",0000110111,0.22379950928846826,0.17379950928846827
"(4, 6, 7, 8, 9)",0000101111,0.2208201892744479,0.17082018927444792
"(5, 6, 7, 8, 9)",0000011111,0.21538731160182267,0.16538731160182268
"(0, 1, 2, 3, 4, 5)",1111110000,0.2514896600070101,0.19148966000701012
"(0, 1, 2, 3, 4, 6)",1111101000,0.2521906764808973,0.19219067648089733
"(0, 1, 2, 3, 4, 7)",1111100100,0.251664914125482,0.19166491412548198
"(0, 1, 2, 3, 4, 8)",1111100010,0.1929547844374343,0.1329547844374343
"(0, 1, 2, 3, 4, 9)",1111100001,0.2513144058885384,0.19131440588853837
"(0, 1, 2, 3, 5, 6)",1111011000,0.2521906764808973,0.19219067648089733
"(0, 1, 2, 3, 5, 7)",1111010100,0.251664914125482,0.19166491412548198
"(0, 1, 2, 3, 5, 8)",1111010010,0.1929547844374343,0.1329547844374343
"(0, 1, 2, 3, 5, 9)",1111010001,0.2513144058885384,0.19131440588853837
"(0, 1, 2, 3, 6, 7)",1111001100,0.25236593059936907,0.19236593059936907
"(0, 1, 2, 3, 6, 8)",1111001010,0.18822292323869616,0.12822292323869616
"(0, 1, 2, 3, 6, 9)",1111001001,0.24921135646687698,0.18921135646687698
"(0, 1, 2, 3, 7, 8)",1111000110,0.1936558009113214,0.1336558009113214
"(0, 1, 2, 3, 7, 9)",1111000101,0.2513144058885384,0.19131440588853837
"(0, 1, 2, 3, 8, 9)",1111000011,0.1929547844374343,0.1329547844374343
"(0, 1, 2, 4, 5, 6)",1110111000,0.2521906764808973,0.19219067648089733
"(0, 1, 2, 4, 5, 7)",1110110100,0.251664914125482,0.19166491412548198
"(0, 1, 2, 4, 5, 8)",1110110010,0.1929547844374343,0.1329547844374343
"(0, 1, 2, 4, 5, 9)",1110110001,0.2513144058885384,0.19131440588853837
"(0, 1, 2, 4, 6, 7)",1110101100,0.25236593059936907,0.19236593059936907
"(0, 1, 2, 4, 6, 8)",1110101010,0.18822292323869616,0.12822292323869616
"(0, 1, 2, 4, 6, 9)",1110101001,0.24921135646687698,0.18921135646687698
"(0, 1, 2, 4, 7, 8)",1110100110,0.1936558009113214,0.1336558009113214
"(0, 1, 2, 4, 7, 9)",1110100101,0.2513144058885384,0.19131440588853837
"(0, 1, 2, 4, 8, 9)",1110100011,0.1929547844374343,0.1329547844374343
"(0, 1, 2, 5, 6, 7)",1110011100,0.25236593059936907,0.19236593059936907
"(0, 1, 2, 5, 6, 8)",1110011010,0.18822292323869616,0.12822292323869616
"(0, 1, 2, 5, 6, 9)",1110011001,0.24921135646687698,0.18921135646687698
"(0, 1, 2, 5, 7, 8)",1110010110,0.1936558009113214,0.1336558009113214
"(0, 1, 2, 5, 7, 9)",1110010101,0.2513144058885384,0.19131440588853837
"(0, 1, 2, 5, 8, 9)",1110010011,0.1929547844374343,0.1329547844374343
"(0, 1, 2, 6, 7, 8)",1110001110,0.18822292323869616,0.12822292323869616
"(0, 1, 2, 6, 7, 9)",1110001101,0.24921135646687698,0.18921135646687698
"(0, 1, 2, 6, 8, 9)",1110001011,0.18822292323869616,0.12822292323869616
"(0, 1, 2, 7, 8, 9)",1110000111,0.1936558009113214,0.1336558009113214
"(0, 1, 3, 4, 5, 6)",1101111000,0.2753242201191728,0.2153242201191728
"(0, 1, 3, 4, 5, 7)",1101110100,0.2746232036452857,0.2146232036452857
"(0, 1, 3, 4, 5, 8)",1101110010,0.20189274447949523,0.14189274447949524
"(0, 1, 3, 4, 5, 9)",1101110001,0.2746232036452857,0.2146232036452857
"(0, 1, 3, 4, 6, 7)",1101101100,0.2753242201191728,0.2153242201191728
"(0, 1, 3, 4, 6, 8)",1101101010,0.1971608832807571,0.1371608832807571
"(0, 1, 3, 4, 6, 9)",1101101001,0.2725201542236243,0.2125201542236243
"(0, 1, 3, 4, 7, 8)",1101100110,0.20259376095338244,0.14259376095338244
"(0, 1, 3, 4, 7, 9)",1101100101,0.27479845776375744,0.21479845776375744
"(0, 1, 3, 4, 8, 9)",1101100011,0.20014020329477744,0.14014020329477744
"(0, 1, 3, 5, 6, 7)",1101011100,0.2753242201191728,0.2153242201191728
"(0, 1, 3, 5, 6, 8)",1101011010,0.1971608832807571,0.1371608832807571
"(0, 1, 3, 5, 6, 9)",1101011001,0.2725201542236243,0.2125201542236243
"(0, 1, 3, 5, 7, 8)",1101010110,0.20259376095338244,0.14259376095338244
"(0, 1, 3, 5, 7, 9)",1101010101,0.2739221871713985,0.2139221871713985
"(0, 1, 3, 5, 8, 9)",1101010011,0.20014020329477744,0.14014020329477744
"(0, 1, 3, 6, 7, 8)",1101001110,0.1971608832807571,0.1371608832807571
"(0, 1, 3, 6, 7, 9)",1101001101,0.2725201542236243,0.2125201542236243
"(0, 1, 3, 6, 8, 9)",1101001011,0.1954083420960393,0.1354083420960393
"(0, 1, 3, 7, 8, 9)",1101000111,0.20084121976866454,0.14084121976866454
"(0, 1, 4, 5, 6, 7)",1100111100,0.2753242201191728,0.2153242201191728
"(0, 1, 4, 5, 6, 8)",1100111010,0.1971608832807571,0.1371608832807571
"(0, 1, 4, 5, 6, 9)",1100111001,0.2725201542236243,0.2125201542236243
"(0, 1, 4, 5, 7, 8)",1100110110,0.20259376095338244,0.14259376095338244
"(0, 1, 4, 5, 7, 9)",1100110101,0.2746232036452857,0.2146232036452857
"(0, 1, 4, 5, 8, 9)",1100110011,0.20014020329477744,0.14014020329477744
"(0, 1, 4, 6, 7, 8)",1100101110,0.1971608832807571,0.1371608832807571
"(0, 1, 4, 6, 7, 9)",1100101101,0.2725201542236243,0.2125201542236243
"(0, 1, 4, 6, 8, 9)",1100101011,0.1954083420960393,0.1354083420960393
"(0, 1, 4, 7, 8, 9)",1100100111,0.20084121976866454,0.14084121976866454
"(0, 1, 5, 6, 7, 8)",1100011110,0.1971608832807571,0.1371608832807571
"(0, 1, 5, 6, 7, 9)",1100011101,0.27339642481598314,0.21339642481598314
"(0, 1, 5, 6, 8, 9)",1100011011,0.1954083420960393,0.1354083420960393
"(0, 1, 5, 7, 8, 9)",1100010111,0.20084121976866454,0.14084121976866454
"(0, 1, 6, 7, 8, 9)",1100001111,0.1954083420960393,0.1354083420960393
"(0, 2, 3, 4, 5, 6)",1011111000,0.26638626007711186,0.20638626007711186
"(0, 2, 3, 4, 5, 7)",1011110100,0.2665615141955836,0.2065615141955836
"(0, 2, 3, 4, 5, 8)",1011110010,0.19838766211005954,0.13838766211005954
"(0, 2, 3, 4, 5, 9)",1011110001,0.24465474938661058,0.18465474938661058
"(0, 2, 3, 4, 6, 7)",1011101100,0.2655099894847529,0.2055099894847529
"(0, 2, 3, 4, 6, 8)",1011101010,0.1933052926743778,0.1333052926743778
"(0, 2, 3, 4, 6, 9)",1011101001,0.26323168594461965,0.20323168594461966
"(0, 2, 3, 4, 7, 8)",1011100110,0.19908867858394674,0.13908867858394675
"(0, 2, 3, 4, 7, 9)",1011100101,0.26621100595864,0.20621100595864
"(0, 2, 3, 4, 8, 9)",1011100011,0.19733613739922884,0.13733613739922884
"(0, 2, 3, 5, 6, 7)",1011011100,0.2655099894847529,0.2055099894847529
"(0, 2, 3, 5, 6, 8)",1011011010,0.19242902208201895,0.13242902208201895
"(0, 2, 3, 5, 6, 9)",1011011001,0.26323168594461965,0.20323168594461966
"(0, 2, 3, 5, 7, 8)",1011010110,0.1982124079915878,0.1382124079915878
"(0, 2, 3, 5, 7, 9)",1011010101,0.26621100595864,0.20621100595864
"(0, 2, 3, 5, 8, 9)",1011010011,0.19733613739922884,0.13733613739922884
"(0, 2, 3, 6, 7, 8)",1011001110,0.19242902208201895,0.13242902208201895
"(0, 2, 3, 6, 7, 9)",1011001101,0.26218016123378896,0.20218016123378896
"(0, 2, 3, 6, 8, 9)",1011001011,0.1922537679635471,0.1322537679635471
"(0, 2, 3, 7, 8, 9)",1011000111,0.19803715387311605,0.13803715387311605
"(0, 2, 4, 5, 6, 7)",1010111100,0.2655099894847529,0.2055099894847529
"(0, 2, 4, 5, 6, 8)",1010111010,0.194006309148265,0.134006309148265
"(0, 2, 4, 5, 6, 9)",1010111001,0.26323168594461965,0.20323168594461966
"(0, 2, 4, 5, 7, 8)",1010110110,0.19978969505783384,0.13978969505783384
"(0, 2, 4, 5, 7, 9)",1010110101,0.26638626007711186,0.20638626007711186
"(0, 2, 4, 5, 8, 9)",1010110011,0.19803715387311605,0.13803715387311605
"(0, 2, 4, 6, 7, 8)",1010101110,0.194006309148265,0.134006309148265
"(0, 2, 4, 6, 7, 9)",1010101101,0.26218016123378896,0.20218016123378896
"(0, 2, 4, 6, 8, 9)",1010101011,0.1929547844374343,0.1329547844374343
"(0, 2, 4, 7, 8, 9)",1010100111,0.19873817034700314,0.13873817034700314
"(0, 2, 5, 6, 7, 8)",1010011110,0.19067648089730105,0.13067648089730105
"(0, 2, 5, 6, 7, 9)",1010011101,0.26428321065545035,0.20428321065545035
"(0, 2, 5, 6, 8, 9)",1010011011,0.1922537679635471,0.1322537679635471
"(0, 2, 5, 7, 8, 9)",1010010111,0.19768664563617244,0.13768664563617244
"(0, 2, 6, 7, 8, 9)",1010001111,0.1922537679635471,0.1322537679635471
"(0, 3, 4, 5, 6, 7)",1001111100,0.26533473536628116,0.20533473536628116
"(0, 3, 4, 5, 6, 8)",1001111010,0.1971608832807571,0.1371608832807571
"(0, 3, 4, 5, 6, 9)",1001111001,0.2634069400630915,0.2034069400630915
"(0, 3, 4, 5, 7, 8)",1001110110,0.20259376095338244,0.14259376095338244
"(0, 3, 4, 5, 7, 9)",1001110101,0.2669120224325272,0.2069120224325272
"(0, 3, 4, 5, 8, 9)",1001110011,0.20539782684893093,0.14539782684893093
"(0, 3, 4, 6, 7, 8)",1001101110,0.1971608832807571,0.1371608832807571
"(0, 3, 4, 6, 7, 9)",1001101101,0.2623554153522608,0.20235541535226081
"(0, 3, 4, 6, 8, 9)",1001101011,0.2003154574132492,0.1403154574132492
"(0, 3, 4, 7, 8, 9)",1001100111,0.20609884332281814,0.14609884332281814
"(0, 3, 5, 6, 7, 8)",1001011110,0.1971608832807571,0.1371608832807571
"(0, 3, 5, 6, 7, 9)",1001011101,0.2627059235892043,0.2027059235892043
"(0, 3, 5, 6, 8, 9)",1001011011,0.2003154574132492,0.1403154574132492
"(0, 3, 5, 7, 8, 9)",1001010111,0.20609884332281814,0.14609884332281814
"(0, 3, 6, 7, 8, 9)",1001001111,0.2003154574132492,0.1403154574132492
"(0, 4, 5, 6, 7, 8)",1000111110,0.1978618997546442,0.1378618997546442
"(0, 4, 5, 6, 7, 9)",1000111101,0.2623554153522608,0.20235541535226081
"(0, 4, 5, 6, 8, 9)",1000111011,0.2010164738871364,0.1410164738871364
"(0, 4, 5, 7, 8, 9)",1000110111,0.20679985979670523,0.14679985979670523
"(0, 4, 6, 7, 8, 9)",1000101111,0.2010164738871364,0.1410164738871364
"(0, 5, 6, 7, 8, 9)",1000011111,0.2003154574132492,0.1403154574132492
"(1, 2, 3, 4, 5, 6)",0111111000,0.2553452506133894,0.19534525061338942
"(1, 2, 3, 4, 5, 7)",0111110100,0.2429022082018928,0.1829022082018928
"(1, 2, 3, 4, 5, 8)",0111110010,0.19733613739922884,0.13733613739922884
"(1, 2, 3, 4, 5, 9)",0111110001,0.2429022082018928,0.1829022082018928
"(1, 2, 3, 4, 6, 7)",0111101100,0.2553452506133894,0.19534525061338942
"(1, 2, 3, 4, 6, 8)",0111101010,0.194006309148265,0.134006309148265
"(1, 2, 3, 4, 6, 9)",0111101001,0.25236593059936907,0.19236593059936907
"(1, 2, 3, 4, 7, 8)",0111100110,0.20347003154574128,0.14347003154574128
"(1, 2, 3, 4, 7, 9)",0111100101,0.24518051174202593,0.18518051174202593
"(1, 2, 3, 4, 8, 9)",0111100011,0.20224325271643884,0.14224325271643884
"(1, 2, 3, 5, 6, 7)",0111011100,0.2553452506133894,0.19534525061338942
"(1, 2, 3, 5, 6, 8)",0111011010,0.194006309148265,0.134006309148265
"(1, 2, 3, 5, 6, 9)",0111011001,0.25236593059936907,0.19236593059936907
"(1, 2, 3, 5, 7, 8)",0111010110,0.19733613739922884,0.13733613739922884
"(1, 2, 3, 5, 7, 9)",0111010101,0.2429022082018928,0.1829022082018928
"(1, 2, 3, 5, 8, 9)",0111010011,0.19733613739922884,0.13733613739922884
"(1, 2, 3, 6, 7, 8)",0111001110,0.194006309148265,0.134006309148265
"(1, 2, 3, 6, 7, 9)",0111001101,0.25236593059936907,0.19236593059936907
"(1, 2, 3, 6, 8, 9)",0111001011,0.194006309148265,0.134006309148265
"(1, 2, 3, 7, 8, 9)",0111000111,0.20224325271643884,0.14224325271643884
"(1, 2, 4, 5, 6, 7)",0110111100,0.25481948825797407,0.19481948825797407
"(1, 2, 4, 5, 6, 8)",0110111010,0.194006309148265,0.134006309148265
"(1, 2, 4, 5, 6, 9)",0110111001,0.25236593059936907,0.19236593059936907
"(1, 2, 4, 5, 7, 8)",0110110110,0.19733613739922884,0.13733613739922884
"(1, 2, 4, 5, 7, 9)",0110110101,0.2429022082018928,0.1829022082018928
"(1, 2, 4, 5, 8, 9)",0110110011,0.19733613739922884,0.13733613739922884
"(1, 2, 4, 6, 7, 8)",0110101110,0.194006309148265,0.134006309148265
"(1, 2, 4, 6, 7, 9)",0110101101,0.25236593059936907,0.19236593059936907
"(1, 2, 4, 6, 8, 9)",0110101011,0.194006309148265,0.134006309148265
"(1, 2, 4, 7, 8, 9)",0110100111,0.20224325271643884,0.14224325271643884
"(1, 2, 5, 6, 7, 8)",0110011110,0.194006309148265,0.134006309148265
"(1, 2, 5, 6, 7, 9)",0110011101,0.25236593059936907,0.19236593059936907
"(1, 2, 5, 6, 8, 9)",0110011011,0.194006309148265,0.134006309148265
"(1, 2, 5, 7, 8, 9)",0110010111,0.19733613739922884,0.13733613739922884
"(1, 2, 6, 7, 8, 9)",0110001111,0.194006309148265,0.134006309148265
"(1, 3, 4, 5, 6, 7)",0101111100,0.2693655800911321,0.2093655800911321
"(1, 3, 4, 5, 6, 8)",0101111010,0.21310900806168942,0.15310900806168942
"(1, 3, 4, 5, 6, 9)",0101111001,0.26603575184016826,0.20603575184016826
"(1, 3, 4, 5, 7, 8)",0101110110,0.2316859446196986,0.1716859446196986
