Features selected,Binary representation,Error,Lookup value
"(0, 8)",100000001,0.4651162790697675,0.4451162790697675
"(1, 2)",011000000,0.627906976744186,0.607906976744186
"(1, 3)",010100000,0.34883720930232553,0.3288372093023255
"(1, 4)",010010000,0.6976744186046512,0.6776744186046512
"(1, 5)",010001000,0.6976744186046512,0.6776744186046512
"(1, 6)",010000100,0.37209302325581395,0.35209302325581393
"(1, 7)",010000010,0.627906976744186,0.607906976744186
"(1, 8)",010000001,0.6511627906976745,0.6311627906976744
"(2, 3)",001100000,0.3023255813953488,0.2823255813953488
"(2, 4)",001010000,0.6046511627906976,0.5846511627906976
"(2, 5)",001001000,0.5116279069767442,0.4916279069767442
"(2, 6)",001000100,0.32558139534883723,0.3055813953488372
"(2, 7)",001000010,0.4651162790697675,0.4451162790697675
"(2, 8)",001000001,0.41860465116279066,0.39860465116279065
"(3, 4)",000110000,0.32558139534883723,0.3055813953488372
"(3, 5)",000101000,0.34883720930232553,0.3288372093023255
"(3, 6)",000100100,0.2790697674418605,0.2590697674418605
"(3, 7)",000100010,0.37209302325581395,0.35209302325581393
"(3, 8)",000100001,0.4418604651162791,0.42186046511627906
"(4, 5)",000011000,0.41860465116279066,0.39860465116279065
"(4, 6)",000010100,0.37209302325581395,0.35209302325581393
"(4, 7)",000010010,0.5581395348837209,0.5381395348837209
"(4, 8)",000010001,0.6511627906976745,0.6311627906976744
"(5, 6)",000001100,0.41860465116279066,0.39860465116279065
"(5, 7)",000001010,0.37209302325581395,0.35209302325581393
"(5, 8)",000001001,0.4883720930232558,0.4683720930232558
"(6, 7)",000000110,0.32558139534883723,0.3055813953488372
"(6, 8)",000000101,0.4418604651162791,0.42186046511627906
"(7, 8)",000000011,0.627906976744186,0.607906976744186
"(0, 1, 2)",111000000,0.2790697674418605,0.24906976744186052
"(0, 1, 3)",110100000,0.37209302325581395,0.3420930232558139
"(0, 1, 4)",110010000,0.41860465116279066,0.38860465116279064
"(0, 1, 5)",110001000,0.41860465116279066,0.38860465116279064
"(0, 1, 6)",110000100,0.39534883720930236,0.36534883720930234
"(0, 1, 7)",110000010,0.4418604651162791,0.41186046511627905
"(0, 1, 8)",110000001,0.41860465116279066,0.38860465116279064
"(0, 2, 3)",101100000,0.3023255813953488,0.2723255813953488
"(0, 2, 4)",101010000,0.2325581395348837,0.2025581395348837
"(0, 2, 5)",101001000,0.32558139534883723,0.2955813953488372
"(0, 2, 6)",101000100,0.3023255813953488,0.2723255813953488
"(0, 2, 7)",101000010,0.2325581395348837,0.2025581395348837
"(0, 2, 8)",101000001,0.3023255813953488,0.2723255813953488
"(0, 3, 4)",100110000,0.34883720930232553,0.3188372093023255
"(0, 3, 5)",100101000,0.34883720930232553,0.3188372093023255
"(0, 3, 6)",100100100,0.2790697674418605,0.24906976744186052
"(0, 3, 7)",100100010,0.34883720930232553,0.3188372093023255
"(0, 3, 8)",100100001,0.41860465116279066,0.38860465116279064
"(0, 4, 5)",100011000,0.39534883720930236,0.36534883720930234
"(0, 4, 6)",100010100,0.34883720930232553,0.3188372093023255
"(0, 4, 7)",100010010,0.4418604651162791,0.41186046511627905
"(0, 4, 8)",100010001,0.41860465116279066,0.38860465116279064
"(0, 5, 6)",100001100,0.41860465116279066,0.38860465116279064
"(0, 5, 7)",100001010,0.4418604651162791,0.41186046511627905
"(0, 5, 8)",100001001,0.41860465116279066,0.38860465116279064
"(0, 6, 7)",100000110,0.39534883720930236,0.36534883720930234
"(0, 6, 8)",100000101,0.37209302325581395,0.3420930232558139
"(0, 7, 8)",100000011,0.4418604651162791,0.41186046511627905
"(1, 2, 3)",011100000,0.34883720930232553,0.3188372093023255
"(1, 2, 4)",011010000,0.5813953488372092,0.5513953488372092
"(1, 2, 5)",011001000,0.4651162790697675,0.43511627906976746
"(1, 2, 6)",011000100,0.34883720930232553,0.3188372093023255
"(1, 2, 7)",011000010,0.4418604651162791,0.41186046511627905
"(1, 2, 8)",011000001,0.627906976744186,0.597906976744186
"(1, 3, 4)",010110000,0.34883720930232553,0.3188372093023255
"(1, 3, 5)",010101000,0.34883720930232553,0.3188372093023255
"(1, 3, 6)",010100100,0.2558139534883721,0.2258139534883721
"(1, 3, 7)",010100010,0.37209302325581395,0.3420930232558139
"(1, 3, 8)",010100001,0.34883720930232553,0.3188372093023255
"(1, 4, 5)",010011000,0.627906976744186,0.597906976744186
"(1, 4, 6)",010010100,0.34883720930232553,0.3188372093023255
"(1, 4, 7)",010010010,0.6511627906976745,0.6211627906976744
"(1, 4, 8)",010010001,0.6976744186046512,0.6676744186046512
"(1, 5, 6)",010001100,0.34883720930232553,0.3188372093023255
"(1, 5, 7)",010001010,0.37209302325581395,0.3420930232558139
"(1, 5, 8)",010001001,0.6976744186046512,0.6676744186046512
"(1, 6, 7)",010000110,0.32558139534883723,0.2955813953488372
"(1, 6, 8)",010000101,0.37209302325581395,0.3420930232558139
"(1, 7, 8)",010000011,0.5813953488372092,0.5513953488372092
"(2, 3, 4)",001110000,0.32558139534883723,0.2955813953488372
"(2, 3, 5)",001101000,0.39534883720930236,0.36534883720930234
"(2, 3, 6)",001100100,0.3023255813953488,0.2723255813953488
"(2, 3, 7)",001100010,0.37209302325581395,0.3420930232558139
"(2, 3, 8)",001100001,0.37209302325581395,0.3420930232558139
"(2, 4, 5)",001011000,0.39534883720930236,0.36534883720930234
"(2, 4, 6)",001010100,0.32558139534883723,0.2955813953488372
"(2, 4, 7)",001010010,0.4651162790697675,0.43511627906976746
"(2, 4, 8)",001010001,0.627906976744186,0.597906976744186
"(2, 5, 6)",001001100,0.37209302325581395,0.3420930232558139
"(2, 5, 7)",001001010,0.34883720930232553,0.3188372093023255
"(2, 5, 8)",001001001,0.4883720930232558,0.45837209302325577
"(2, 6, 7)",001000110,0.3023255813953488,0.2723255813953488
"(2, 6, 8)",001000101,0.32558139534883723,0.2955813953488372
"(2, 7, 8)",001000011,0.41860465116279066,0.38860465116279064
"(3, 4, 5)",000111000,0.34883720930232553,0.3188372093023255
"(3, 4, 6)",000110100,0.2325581395348837,0.2025581395348837
"(3, 4, 7)",000110010,0.34883720930232553,0.3188372093023255
"(3, 4, 8)",000110001,0.32558139534883723,0.2955813953488372
"(3, 5, 6)",000101100,0.2558139534883721,0.2258139534883721
"(3, 5, 7)",000101010,0.34883720930232553,0.3188372093023255
"(3, 5, 8)",000101001,0.34883720930232553,0.3188372093023255
"(3, 6, 7)",000100110,0.2558139534883721,0.2258139534883721
"(3, 6, 8)",000100101,0.2790697674418605,0.24906976744186052
"(3, 7, 8)",000100011,0.37209302325581395,0.3420930232558139
"(4, 5, 6)",000011100,0.4418604651162791,0.41186046511627905
"(4, 5, 7)",000011010,0.37209302325581395,0.3420930232558139
"(4, 5, 8)",000011001,0.41860465116279066,0.38860465116279064
"(4, 6, 7)",000010110,0.32558139534883723,0.2955813953488372
"(4, 6, 8)",000010101,0.37209302325581395,0.3420930232558139
"(4, 7, 8)",000010011,0.5581395348837209,0.5281395348837209
"(5, 6, 7)",000001110,0.32558139534883723,0.2955813953488372
"(5, 6, 8)",000001101,0.41860465116279066,0.38860465116279064
"(5, 7, 8)",000001011,0.37209302325581395,0.3420930232558139
"(6, 7, 8)",000000111,0.32558139534883723,0.2955813953488372
"(0, 1, 2, 3)",111100000,0.34883720930232553,0.30883720930232555
"(0, 1, 2, 4)",111010000,0.32558139534883723,0.28558139534883725
"(0, 1, 2, 5)",111001000,0.32558139534883723,0.28558139534883725
"(0, 1, 2, 6)",111000100,0.2325581395348837,0.19255813953488368
"(0, 1, 2, 7)",111000010,0.3023255813953488,0.26232558139534884
"(0, 1, 2, 8)",111000001,0.34883720930232553,0.30883720930232555
"(0, 1, 3, 4)",110110000,0.39534883720930236,0.3553488372093024
"(0, 1, 3, 5)",110101000,0.34883720930232553,0.30883720930232555
"(0, 1, 3, 6)",110100100,0.2558139534883721,0.2158139534883721
"(0, 1, 3, 7)",110100010,0.37209302325581395,0.33209302325581397
"(0, 1, 3, 8)",110100001,0.37209302325581395,0.33209302325581397
"(0, 1, 4, 5)",110011000,0.37209302325581395,0.33209302325581397
"(0, 1, 4, 6)",110010100,0.39534883720930236,0.3553488372093024
"(0, 1, 4, 7)",110010010,0.4418604651162791,0.4018604651162791
"(0, 1, 4, 8)",110010001,0.37209302325581395,0.33209302325581397
"(0, 1, 5, 6)",110001100,0.41860465116279066,0.3786046511627907
"(0, 1, 5, 7)",110001010,0.4418604651162791,0.4018604651162791
"(0, 1, 5, 8)",110001001,0.41860465116279066,0.3786046511627907
"(0, 1, 6, 7)",110000110,0.39534883720930236,0.3553488372093024
"(0, 1, 6, 8)",110000101,0.39534883720930236,0.3553488372093024
"(0, 1, 7, 8)",110000011,0.4418604651162791,0.4018604651162791
"(0, 2, 3, 4)",101110000,0.3023255813953488,0.26232558139534884
"(0, 2, 3, 5)",101101000,0.39534883720930236,0.3553488372093024
"(0, 2, 3, 6)",101100100,0.3023255813953488,0.26232558139534884
"(0, 2, 3, 7)",101100010,0.37209302325581395,0.33209302325581397
"(0, 2, 3, 8)",101100001,0.32558139534883723,0.28558139534883725
"(0, 2, 4, 5)",101011000,0.2790697674418605,0.2390697674418605
"(0, 2, 4, 6)",101010100,0.2558139534883721,0.2158139534883721
"(0, 2, 4, 7)",101010010,0.2325581395348837,0.19255813953488368
"(0, 2, 4, 8)",101010001,0.2558139534883721,0.2158139534883721
"(0, 2, 5, 6)",101001100,0.3023255813953488,0.26232558139534884
"(0, 2, 5, 7)",101001010,0.3023255813953488,0.26232558139534884
"(0, 2, 5, 8)",101001001,0.32558139534883723,0.28558139534883725
"(0, 2, 6, 7)",101000110,0.2325581395348837,0.19255813953488368
"(0, 2, 6, 8)",101000101,0.2558139534883721,0.2158139534883721
"(0, 2, 7, 8)",101000011,0.2325581395348837,0.19255813953488368
"(0, 3, 4, 5)",100111000,0.34883720930232553,0.30883720930232555
"(0, 3, 4, 6)",100110100,0.2325581395348837,0.19255813953488368
"(0, 3, 4, 7)",100110010,0.34883720930232553,0.30883720930232555
"(0, 3, 4, 8)",100110001,0.34883720930232553,0.30883720930232555
"(0, 3, 5, 6)",100101100,0.2558139534883721,0.2158139534883721
"(0, 3, 5, 7)",100101010,0.34883720930232553,0.30883720930232555
"(0, 3, 5, 8)",100101001,0.34883720930232553,0.30883720930232555
"(0, 3, 6, 7)",100100110,0.2558139534883721,0.2158139534883721
"(0, 3, 6, 8)",100100101,0.2790697674418605,0.2390697674418605
"(0, 3, 7, 8)",100100011,0.34883720930232553,0.30883720930232555
"(0, 4, 5, 6)",100011100,0.39534883720930236,0.3553488372093024
"(0, 4, 5, 7)",100011010,0.4418604651162791,0.4018604651162791
"(0, 4, 5, 8)",100011001,0.39534883720930236,0.3553488372093024
"(0, 4, 6, 7)",100010110,0.39534883720930236,0.3553488372093024
"(0, 4, 6, 8)",100010101,0.34883720930232553,0.30883720930232555
"(0, 4, 7, 8)",100010011,0.4418604651162791,0.4018604651162791
"(0, 5, 6, 7)",100001110,0.39534883720930236,0.3553488372093024
"(0, 5, 6, 8)",100001101,0.41860465116279066,0.3786046511627907
"(0, 5, 7, 8)",100001011,0.4418604651162791,0.4018604651162791
"(0, 6, 7, 8)",100000111,0.39534883720930236,0.3553488372093024
"(1, 2, 3, 4)",011110000,0.34883720930232553,0.30883720930232555
"(1, 2, 3, 5)",011101000,0.37209302325581395,0.33209302325581397
"(1, 2, 3, 6)",011100100,0.3023255813953488,0.26232558139534884
"(1, 2, 3, 7)",011100010,0.37209302325581395,0.33209302325581397
"(1, 2, 3, 8)",011100001,0.37209302325581395,0.33209302325581397
"(1, 2, 4, 5)",011011000,0.41860465116279066,0.3786046511627907
"(1, 2, 4, 6)",011010100,0.3023255813953488,0.26232558139534884
"(1, 2, 4, 7)",011010010,0.4418604651162791,0.4018604651162791
"(1, 2, 4, 8)",011010001,0.5813953488372092,0.5413953488372092
"(1, 2, 5, 6)",011001100,0.3023255813953488,0.26232558139534884
"(1, 2, 5, 7)",011001010,0.34883720930232553,0.30883720930232555
"(1, 2, 5, 8)",011001001,0.4651162790697675,0.4251162790697675
"(1, 2, 6, 7)",011000110,0.32558139534883723,0.28558139534883725
"(1, 2, 6, 8)",011000101,0.3023255813953488,0.26232558139534884
"(1, 2, 7, 8)",011000011,0.4418604651162791,0.4018604651162791
"(1, 3, 4, 5)",010111000,0.34883720930232553,0.30883720930232555
"(1, 3, 4, 6)",010110100,0.2558139534883721,0.2158139534883721
"(1, 3, 4, 7)",010110010,0.34883720930232553,0.30883720930232555
"(1, 3, 4, 8)",010110001,0.32558139534883723,0.28558139534883725
"(1, 3, 5, 6)",010101100,0.2558139534883721,0.2158139534883721
"(1, 3, 5, 7)",010101010,0.34883720930232553,0.30883720930232555
"(1, 3, 5, 8)",010101001,0.34883720930232553,0.30883720930232555
"(1, 3, 6, 7)",010100110,0.2558139534883721,0.2158139534883721
"(1, 3, 6, 8)",010100101,0.2558139534883721,0.2158139534883721
"(1, 3, 7, 8)",010100011,0.37209302325581395,0.33209302325581397
"(1, 4, 5, 6)",010011100,0.34883720930232553,0.30883720930232555
